=============================Item Count==============================
sItem Name	nItem ID	nItem Detail Id	nItem Particular Id	nItem Count
 H¹o NguyÖt-§é ¸ch T«	0	101	3069	0
 H¹o NguyÖt-V¹n KiÕp 	0	101	3070	0
 H¹o NguyÖt-V¹n KiÕp 	0	101	3071	0
 H¹o NguyÖt-V¹n KiÕp 	0	101	3072	0
 H¹o NguyÖt-V¹n KiÕp 	0	101	3073	0
 H¹o NguyÖt-PhËt V©n 	0	101	3074	0
 H¹o NguyÖt-PhËt V©n 	0	101	3075	0
 H¹o NguyÖt-PhËt TrÇn	0	101	3076	0
 H¹o NguyÖt-PhËt TrÇn	0	101	3077	0
 H¹o NguyÖt-Trôc Phôn	0	101	3078	0
 H¹o NguyÖt-Trôc Phôn	0	101	3079	0
 H¹o NguyÖt-Trôc Phôn	0	101	3080	0
 H¹o NguyÖt-Trôc Phôn	0	101	3081	0
 H¹o NguyÖt-Du Long §	0	101	3082	0
 H¹o NguyÖt-Du Long §	0	101	3083	0
 H¹o NguyÖt-Du Long §	0	101	3084	0
 H¹o NguyÖt-Du Long §	0	101	3085	0
 H¹o NguyÖt-V« Cùc Th	0	101	3086	0
 H¹o NguyÖt-V« Cùc Th	0	101	3087	0
 H¹o NguyÖt-V« Cùc Th	0	101	3088	0
 H¹o NguyÖt-V« Cùc Th	0	101	3089	0
 H¹o NguyÖt-BÝch L¹c 	0	101	3090	0
 H¹o NguyÖt-BÝch L¹c 	0	101	3091	0
 H¹o NguyÖt-BÝch L¹c 	0	101	3092	0
 H¹o NguyÖt-BÝch L¹c 	0	101	3093	0
 H¹o NguyÖt-C¶m Thiªn	0	101	3094	0
 H¹o NguyÖt-C¶m Thiªn	0	101	3095	0
 H¹o NguyÖt-C¶m Thiªn	0	101	3096	0
 H¹o NguyÖt-C¶m Thiªn	0	101	3097	0
 H¹o NguyÖt-§Þnh Thiª	0	101	3098	0
 H¹o NguyÖt-§Þnh Thiª	0	101	3099	0
 H¹o NguyÖt-§Þnh Thiª	0	101	3100	0
 H¹o NguyÖt-§Þnh Thiª	0	101	3101	0
 H¹o NguyÖt-Quû Xóc T	0	101	3102	0
 H¹o NguyÖt-Quû Xóc T	0	101	3103	0
 H¹o NguyÖt-Quû Xóc T	0	101	3104	0
 H¹o NguyÖt-Quû Xóc T	0	101	3105	0
 H¹o NguyÖt-Vu Cèt §é	0	101	3106	0
 H¹o NguyÖt-Vu Cèt §é	0	101	3107	0
 H¹o NguyÖt-Vu Cèt §é	0	101	3108	0
 H¹o NguyÖt-Vu Cèt §é	0	101	3109	0
 H¹o NguyÖt-BÊt §éng 	0	101	3110	0
 H¹o NguyÖt-BÊt §éng 	0	101	3111	0
 H¹o NguyÖt-Nhôc HuyÕ	0	101	3112	0
 H¹o NguyÖt-Nhôc HuyÕ	0	101	3113	0
 H¹o NguyÖt-Nhôc HuyÕ	0	101	3114	0
 H¹o NguyÖt-Nhôc HuyÕ	0	101	3115	0
 H¹o NguyÖt-Cöu Thiªn	0	101	3116	0
 H¹o NguyÖt-Cöu Thiªn	0	101	3117	0
 H¹o NguyÖt-Cöu Thiªn	0	101	3118	0
 H¹o NguyÖt-Cöu Thiªn	0	101	3119	0
 H¹o NguyÖt-Ma ¶nh Th	0	101	3120	0
 H¹o NguyÖt-Ma ¶nh Th	0	101	3121	0
 H¹o NguyÖt-Ma ¶nh Th	0	101	3122	0
 H¹o NguyÖt-Ma ¶nh Th	0	101	3123	0
 H¹o NguyÖt-Tª V©n Ti	0	101	3124	0
 H¹o NguyÖt-Tª V©n Ti	0	101	3125	0
 H¹o NguyÖt-Phi H¹ Ti	0	101	3126	0
 H¹o NguyÖt-Phi H¹ Ti	0	101	3127	0
 H¹o NguyÖt-§é N¹n T«	0	3	8972	0
 H¹o NguyÖt-§é KiÕp T	0	0	8973	0
 H¹o NguyÖt-§é ¸ch T«	0	8	8974	0
 H¹o NguyÖt-V¹n KiÕp 	0	1	8975	0
 H¹o NguyÖt-PhËt V©n 	0	2	8976	0
 H¹o NguyÖt-PhËt TrÇn	0	10	8977	0
 H¹o NguyÖt-Trôc Phôn	0	0	8978	0
 H¹o NguyÖt-Du Long §	0	5	8979	0
 H¹o NguyÖt-V« Cùc Th	0	2	8980	0
 H¹o NguyÖt-BÝch L¹c 	0	9	8981	0
 H¹o NguyÖt-C¶m Thiªn	0	6	8982	0
 H¹o NguyÖt-§Þnh Thiª	0	4	8983	0
 H¹o NguyÖt-Quû Xóc T	0	7	8984	0
 H¹o NguyÖt-Vu Cèt §é	0	11	8985	0
 H¹o NguyÖt-BÊt §éng 	0	2	8986	0
 H¹o NguyÖt-Nhôc HuyÕ	0	3	8987	0
 H¹o NguyÖt-Cöu Thiªn	0	9	8988	0
 H¹o NguyÖt-Ma ¶nh Th	0	11	8989	0
 H¹o NguyÖt-Tª V©n Ti	0	13	8990	0
 H¹o NguyÖt-Phi H¹ Ti	0	12	8991	0
 H¹o NguyÖt-¤ L©n B¶o	0	102	3175	0
 H¹o NguyÖt-Tö Giao N	0	102	3177	0
 H¹o NguyÖt-V©n Hæ LÖ	0	102	3179	0
 H¹o NguyÖt-XÝch T­íc	0	102	3181	0
 H¹o NguyÖt-BÝch Quy 	0	102	3183	0
      Thiªn cang lÖnh	2	95	0	0
 Thiªn NghÜa-Cöu D­¬n	0	100	3034	0
 Thiªn NghÜa-Cöu D­¬n	0	100	3040	0
 Thiªn NghÜa-Cöu D­¬n	0	100	3046	0
 Thiªn NghÜa-Cöu D­¬n	0	100	3052	0
 Thiªn NghÜa-Cöu D­¬n	0	103	3034	0
 Thiªn NghÜa-Cöu D­¬n	0	103	3040	0
 Thiªn NghÜa-Cöu D­¬n	0	103	3046	0
 Thiªn NghÜa-Cöu D­¬n	0	103	3052	0
 Thiªn NghÜa-Cöu D­¬n	0	101	3034	0
 Thiªn NghÜa-Cöu D­¬n	0	101	3040	0
 Thiªn NghÜa-Cöu D­¬n	0	101	3046	0
 Thiªn NghÜa-Cöu D­¬n	0	101	3052	0
 Thiªn NghÜa-Cöu ¢m T	0	100	3037	0
 Thiªn NghÜa-Cöu ¢m T	0	100	3043	0
 Thiªn NghÜa-Cöu ¢m T	0	100	3049	0
 Thiªn NghÜa-Cöu ¢m T	0	100	3055	0
 Thiªn NghÜa-Cöu ¢m N	0	103	3037	0
 Thiªn NghÜa-Cöu ¢m N	0	103	3043	0
 Thiªn NghÜa-Cöu ¢m N	0	103	3049	0
 Thiªn NghÜa-Cöu ¢m N	0	103	3052	0
 Thiªn NghÜa-Cöu ¢m P	0	101	3037	0
 Thiªn NghÜa-Cöu ¢m P	0	101	3043	0
 Thiªn NghÜa-Cöu ¢m P	0	101	3049	0
 Thiªn NghÜa-Cöu ¢m P	0	101	3055	0
 Thiªn NghÜa-L«i ¢m N	0	0	8876	0
 Thiªn NghÜa-Quy L©n 	0	0	8877	0
 Thiªn NghÜa-¢m D­¬ng	0	1	8880	0
 Thiªn NghÜa-Tõ Hµn ¢	0	2	8887	0
 Thiªn NghÜa-ThuÇn Ph	0	2	8888	0
 Thiªn NghÜa-Ngù Thiª	0	2	8889	0
 Thiªn NghÜa-L­u Ly G	0	3	8894	0
 Thiªn NghÜa-ThÇn DiÖ	0	3	8895	0
 Thiªn NghÜa-Truy MÖn	0	4	8898	0
 Thiªn NghÜa-TrÊn Ng¹	0	5	8901	0
 Thiªn NghÜa-Ph¸ Qu©n	0	6	8904	0
 Thiªn NghÜa-ThiÖp Cè	0	7	8907	0
 Thiªn NghÜa-Kinh L«i	0	8	8910	0
 Thiªn NghÜa-Tinh §Èu	0	9	8915	0
 Thiªn NghÜa-ThÇn Pho	0	9	8916	0
 Thiªn NghÜa-Cöu Hoµn	0	10	8919	0
 Thiªn NghÜa-LuyÖn Hå	0	11	8924	0
 Thiªn NghÜa-ThÇn Lin	0	11	8925	0
 Thiªn NghÜa-Cöu Tiªu	0	12	8928	0
 Thiªn NghÜa-Linh Lun	0	13	8931	0
 Thiªn NghÜa- HuyÒn T	0	102	3122	0
 Thiªn NghÜa- PhØ Thó	0	102	3125	0
 Thiªn NghÜa- NguyÖt 	0	102	3128	0
 Thiªn NghÜa- Cöu ¦u 	0	102	3131	0
 Thiªn NghÜa- Ng­ng N	0	102	3134	0
          Cöu D­¬ng Y	0	100	3032	0
          Cöu D­¬ng Y	0	100	3035	0
          Cöu D­¬ng Y	0	100	3038	0
          Cöu D­¬ng Y	0	100	3041	0
          Cöu D­¬ng Y	0	100	3044	0
          Cöu D­¬ng Y	0	100	3047	0
          Cöu D­¬ng Y	0	100	3050	0
          Cöu D­¬ng Y	0	100	3053	0
       Cöu D­¬ng Qu¸n	0	103	3032	0
       Cöu D­¬ng Qu¸n	0	103	3035	0
       Cöu D­¬ng Qu¸n	0	103	3038	0
       Cöu D­¬ng Qu¸n	0	103	3041	0
       Cöu D­¬ng Qu¸n	0	103	3044	0
       Cöu D­¬ng Qu¸n	0	103	3047	0
       Cöu D­¬ng Qu¸n	0	103	3050	0
       Cöu D­¬ng Qu¸n	0	103	3053	0
      Cöu D­¬ng trang	0	101	3032	0
      Cöu D­¬ng trang	0	101	3035	0
      Cöu D­¬ng trang	0	101	3038	0
      Cöu D­¬ng trang	0	101	3041	0
      Cöu D­¬ng trang	0	101	3044	0
      Cöu D­¬ng trang	0	101	3047	0
      Cöu D­¬ng trang	0	101	3050	0
      Cöu D­¬ng trang	0	101	3053	0
   Long §»ng Tø H¶i Y	0	100	3056	0
   Long §»ng Tø H¶i Y	0	100	3057	0
   Long §»ng Tø H¶i Y	0	100	3058	0
   Long §»ng Tø H¶i Y	0	100	3059	0
 Phông Vò Cöu Thiªn Y	0	100	3060	0
 Phông Vò Cöu Thiªn Y	0	100	3061	0
 Phông Vò Cöu Thiªn Y	0	100	3062	0
 Phông Vò Cöu Thiªn Y	0	100	3063	0
 Long §»ng Tø H¶i Tra	0	101	3056	0
 Long §»ng Tø H¶i Tra	0	101	3057	0
 Long §»ng Tø H¶i Tra	0	101	3058	0
 Long §»ng Tø H¶i Tra	0	101	3059	0
 Phông Vò Cöu Thiªn T	0	101	3060	0
 Phông Vò Cöu Thiªn T	0	101	3061	0
 Phông Vò Cöu Thiªn T	0	101	3062	0
 Phông Vò Cöu Thiªn T	0	101	3063	0
 Long §»ng Tø H¶i Qu¸	0	103	3056	0
 Long §»ng Tø H¶i Qu¸	0	103	3057	0
 Long §»ng Tø H¶i Qu¸	0	103	3058	0
 Long §»ng Tø H¶i Qu¸	0	103	3059	0
 Phông Vò Cöu Thiªn Q	0	103	3060	0
 Phông Vò Cöu Thiªn Q	0	103	3061	0
 Phông Vò Cöu Thiªn Q	0	103	3062	0
 Phông Vò Cöu Thiªn Q	0	103	3063	0
 Cöu Ch©u-L­u Ly Giíi	0	3	8932	0
 Cöu Ch©u-L«i ¢m Nang	0	0	8933	0
 Cöu Ch©u-Kinh L«i Th	0	8	8934	0
 Cöu Ch©u-¢m D­¬ng Xu	0	1	8935	0
 Cöu Ch©u-Tõ Hµn ¢m K	0	2	8936	0
 Cöu Ch©u-Cöu Hoµn Bè	0	10	8937	0
 Cöu Ch©u-Quy L©n Hé 	0	0	8938	0
 Cöu Ch©u-TrÊn Ng¹o C	0	5	8939	0
 Cöu Ch©u-ThuÇn Phong	0	2	8940	0
 Cöu Ch©u-Tinh §Èu Ch	0	9	8941	0
 Cöu Ch©u-Ph¸ Qu©n Tr	0	6	8942	0
 Cöu Ch©u-Truy MÖnh C	0	4	8943	0
 Cöu Ch©u-ThiÖp Cèt H	0	7	8944	0
 Cöu Ch©u-LuyÖn Hån H	0	11	8945	0
 Cöu Ch©u-Ngù Thiªn P	0	2	8946	0
 Cöu Ch©u-ThÇn DiÖm T	0	3	8947	0
 Cöu Ch©u-ThÇn Phong 	0	9	8948	0
 Cöu Ch©u-ThÇn Linh C	0	11	8949	0
 Cöu Ch©u-Linh Lung C	0	13	8950	0
 Cöu Ch©u-Cöu Tiªu S¸	0	12	8951	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3135	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3136	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3137	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3138	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3139	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3140	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3141	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3142	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3143	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3144	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3145	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3146	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3147	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3148	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3149	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3150	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3151	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3152	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3153	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3154	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3155	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3156	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3157	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3158	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3159	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3160	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3161	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3162	0
 Cöu Ch©u-NguyÖt Hoa 	0	102	3163	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3164	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3165	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3166	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3167	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3168	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3169	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3170	0
 Cöu Ch©u-PhØ Thóy Mé	0	102	3171	0
 Cöu Ch©u-HuyÒn Th¹ch	0	102	3172	0
 Cöu Ch©u-Ng­ng Ngäc 	0	102	3173	0
 Cöu Ch©u-Cöu ¦u Háa 	0	102	3174	0
 Tèng L«i Hæ Dòng SÜ 	0	103	30211	0
 Tèng L«i Hæ Dòng SÜ 	0	103	30212	0
 Tèng L«i Hæ Dòng SÜ 	0	103	30213	0
 Tèng L«i Hæ Dòng SÜ 	0	103	30214	0
 Tèng L«i Hæ T­íng Kh	0	103	30215	0
 Tèng L«i Hæ T­íng Kh	0	103	30216	0
 Tèng L«i Hæ T­íng Kh	0	103	30217	0
 Tèng L«i Hæ T­íng Kh	0	103	30218	0
 Tèng L«i Hæ So¸i Kh«	0	103	30219	0
 Tèng L«i Hæ So¸i Kh«	0	103	30220	0
 Tèng L«i Hæ So¸i Kh«	0	103	30221	0
 Tèng L«i Hæ So¸i Kh«	0	103	30222	0
 Liªu L«i Hæ Dòng SÜ 	0	103	30223	0
 Liªu L«i Hæ Dòng SÜ 	0	103	30224	0
 Liªu L«i Hæ Dòng SÜ 	0	103	30225	0
 Liªu L«i Hæ Dòng SÜ 	0	103	30226	0
 Liªu L«i Hæ T­íng Kh	0	103	30227	0
 Liªu L«i Hæ T­íng Kh	0	103	30228	0
 Liªu L«i Hæ T­íng Kh	0	103	30229	0
 Liªu L«i Hæ T­íng Kh	0	103	30230	0
 Liªu L«i Hæ So¸i Kh«	0	103	30231	0
 Liªu L«i Hæ So¸i Kh«	0	103	30232	0
 Liªu L«i Hæ So¸i Kh«	0	103	30233	0
 Liªu L«i Hæ So¸i Kh«	0	103	30234	0
 Tèng L«i Hæ Dòng SÜ 	0	100	30211	0
 Tèng L«i Hæ Dòng SÜ 	0	100	30212	0
 Tèng L«i Hæ Dòng SÜ 	0	100	30213	0
 Tèng L«i Hæ Dòng SÜ 	0	100	30214	0
 Tèng L«i Hæ T­íng Bµ	0	100	30215	0
 Tèng L«i Hæ T­íng Bµ	0	100	30216	0
 Tèng L«i Hæ T­íng Bµ	0	100	30217	0
 Tèng L«i Hæ T­íng Bµ	0	100	30218	0
 Tèng L«i Hæ So¸i Bµo	0	100	30219	0
 Tèng L«i Hæ So¸i Bµo	0	100	30220	0
 Tèng L«i Hæ So¸i Bµo	0	100	30221	0
 Tèng L«i Hæ So¸i Bµo	0	100	30222	0
 Liªu L«i Hæ Dòng SÜ 	0	100	30223	0
 Liªu L«i Hæ Dòng SÜ 	0	100	30224	0
 Liªu L«i Hæ Dòng SÜ 	0	100	30225	0
 Liªu L«i Hæ Dòng SÜ 	0	100	30226	0
 Liªu L«i Hæ T­íng Bµ	0	100	30227	0
 Liªu L«i Hæ T­íng Bµ	0	100	30228	0
 Liªu L«i Hæ T­íng Bµ	0	100	30229	0
 Liªu L«i Hæ T­íng Bµ	0	100	30230	0
 Liªu L«i Hæ So¸i Bµo	0	100	30231	0
 Liªu L«i Hæ So¸i Bµo	0	100	30232	0
 Liªu L«i Hæ So¸i Bµo	0	100	30233	0
 Liªu L«i Hæ So¸i Bµo	0	100	30234	0
 Tèng L«i Hæ Dòng SÜ 	0	101	30211	0
 Tèng L«i Hæ Dòng SÜ 	0	101	30212	0
 Tèng L«i Hæ Dòng SÜ 	0	101	30213	0
 Tèng L«i Hæ Dòng SÜ 	0	101	30214	0
 Tèng L«i Hæ T­íng Tr	0	101	30215	0
 Tèng L«i Hæ T­íng Tr	0	101	30216	0
 Tèng L«i Hæ T­íng Tr	0	101	30217	0
 Tèng L«i Hæ T­íng Tr	0	101	30218	0
 Tèng L«i Hæ So¸i Tra	0	101	30219	0
 Tèng L«i Hæ So¸i Tra	0	101	30220	0
 Tèng L«i Hæ So¸i Tra	0	101	30221	0
 Tèng L«i Hæ So¸i Tra	0	101	30222	0
 Liªu L«i Hæ Dòng SÜ 	0	101	30223	0
 Liªu L«i Hæ Dòng SÜ 	0	101	30224	0
 Liªu L«i Hæ Dòng SÜ 	0	101	30225	0
 Liªu L«i Hæ Dòng SÜ 	0	101	30226	0
 Liªu L«i Hæ T­íng Tr	0	101	30227	0
 Liªu L«i Hæ T­íng Tr	0	101	30228	0
 Liªu L«i Hæ T­íng Tr	0	101	30229	0
 Liªu L«i Hæ T­íng Tr	0	101	30230	0
 Liªu L«i Hæ So¸i Tra	0	101	30231	0
 Liªu L«i Hæ So¸i Tra	0	101	30232	0
 Liªu L«i Hæ So¸i Tra	0	101	30233	0
 Liªu L«i Hæ So¸i Tra	0	101	30234	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30149	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30150	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30151	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30152	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30153	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30154	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30155	0
 Tèng L«i Hæ Dòng SÜ 	0	102	30156	0
 Tèng L«i Hæ T­íng Bµ	0	102	30157	0
 Tèng L«i Hæ T­íng Bµ	0	102	30158	0
 Tèng L«i Hæ T­íng Bµ	0	102	30159	0
 Tèng L«i Hæ T­íng Bµ	0	102	30160	0
 Tèng L«i Hæ T­íng Kú	0	102	30161	0
 Tèng L«i Hæ T­íng Kú	0	102	30162	0
 Tèng L«i Hæ T­íng Kú	0	102	30163	0
 Tèng L«i Hæ T­íng Kú	0	102	30164	0
 Tèng L«i Hæ T­íng Ph	0	102	30165	0
 Tèng L«i Hæ T­íng Ph	0	102	30166	0
 Tèng L«i Hæ T­íng Ph	0	102	30167	0
 Tèng L«i Hæ T­íng Ph	0	102	30168	0
 Tèng L«i Hæ So¸i Phï	0	102	30169	0
 Tèng L«i Hæ So¸i Phï	0	102	30170	0
 Tèng L«i Hæ So¸i Phï	0	102	30171	0
 Tèng L«i Hæ So¸i Phï	0	102	30172	0
 Tèng L«i Hæ So¸i Hæ 	0	102	30173	0
 Tèng L«i Hæ So¸i Hæ 	0	102	30174	0
 Tèng L«i Hæ So¸i Hæ 	0	102	30175	0
 Tèng L«i Hæ So¸i Hæ 	0	102	30176	0
  Tèng L«i Hæ So¸i Kú	0	102	30177	0
  Tèng L«i Hæ So¸i Kú	0	102	30178	0
  Tèng L«i Hæ So¸i Kú	0	102	30179	0
  Tèng L«i Hæ So¸i Kú	0	102	30180	0
 Tèng L«i Hæ So¸i HiÖ	0	102	30181	0
 Tèng L«i Hæ So¸i HiÖ	0	102	30182	0
 Tèng L«i Hæ So¸i HiÖ	0	102	30183	0
 Tèng L«i Hæ So¸i HiÖ	0	102	30184	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30185	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30186	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30187	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30188	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30189	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30190	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30191	0
 Liªu L«i Hæ Dòng SÜ 	0	102	30192	0
 Liªu L«i Hæ T­íng Bµ	0	102	30193	0
 Liªu L«i Hæ T­íng Bµ	0	102	30194	0
 Liªu L«i Hæ T­íng Bµ	0	102	30195	0
 Liªu L«i Hæ T­íng Bµ	0	102	30196	0
 Liªu L«i Hæ T­íng Kú	0	102	30197	0
 Liªu L«i Hæ T­íng Kú	0	102	30198	0
 Liªu L«i Hæ T­íng Kú	0	102	30199	0
 Liªu L«i Hæ T­íng Kú	0	102	30200	0
 Liªu L«i Hæ T­íng Ph	0	102	30201	0
 Liªu L«i Hæ T­íng Ph	0	102	30202	0
 Liªu L«i Hæ T­íng Ph	0	102	30203	0
 Liªu L«i Hæ T­íng Ph	0	102	30204	0
 Liªu L«i Hæ So¸i Phï	0	102	30205	0
 Liªu L«i Hæ So¸i Phï	0	102	30206	0
 Liªu L«i Hæ So¸i Phï	0	102	30207	0
 Liªu L«i Hæ So¸i Phï	0	102	30208	0
 Liªu L«i Hæ So¸i Hæ 	0	102	30209	0
 Liªu L«i Hæ So¸i Hæ 	0	102	30210	0
 Liªu L«i Hæ So¸i Hæ 	0	102	30211	0
 Liªu L«i Hæ So¸i Hæ 	0	102	30212	0
  Liªu L«i Hæ So¸i Kú	0	102	30213	0
  Liªu L«i Hæ So¸i Kú	0	102	30214	0
  Liªu L«i Hæ So¸i Kú	0	102	30215	0
  Liªu L«i Hæ So¸i Kú	0	102	30216	0
 Liªu L«i Hæ So¸i HiÖ	0	102	30217	0
 Liªu L«i Hæ So¸i HiÖ	0	102	30218	0
 Liªu L«i Hæ So¸i HiÖ	0	102	30219	0
 Liªu L«i Hæ So¸i HiÖ	0	102	30220	0
   Huy Ch­¬ng Du HiÖp	0	153	26	3
 Huy Ch­¬ng ThiÕt Huy	0	153	27	2
    Huy Ch­¬ng V©n Du	0	153	28	3
    ¸o Choµng Du HiÖp	0	152	26	2
 ¸o Choµng ThiÕt HuyÕ	0	152	27	3
     ¸o Choµng V©n Du	0	152	28	3
   Tr­êng Hµi Du HiÖp	0	154	26	3
 ChiÕn Hµi ThiÕt HuyÕ	0	154	27	2
       §¹o Hµi V©n Du	0	154	28	3
      Thien Cang Lenh	2	95	204	0
   Thien Mon Kim Lenh	2	1	30370	0
        Tu Nghia Lenh	2	95	208	0
     Thong Thien Lenh	2	1	30409	0
   Cuong Hoa Quyen 12	2	1	30424	0
   Cuong Hoa Quyen 13	2	1	30425	0
   Cuong Hoa Quyen 14	2	1	30426	0
   Cuong Hoa Quyen 15	2	1	30427	0
       Chia Khoa Vang	2	1	30133	0
    Loi Ho Tinh Phach	2	1	30614	0
             Bo Do An	2	1	30587	0
             Ban Tiec	2	1	30590	0
           Bo Nau Bep	2	1	30591	0
    Minh Mang Chi Tuu	2	1	30592	0
      Thien Kieu Lenh	2	97	236	300
 Bao Thien Kieu Lenh 	2	95	2086	0
 Bao Thien Kieu Lenh 	2	95	2087	0
          The Song Tu	2	1	30659	0
 Bao Ruong Tai Nguyen	2	1	1210	0
  Huy Chuong Anh Hung	2	1	30499	0
             Hong Bao	2	1	508	0
    Mat Tich Tieu Dao	0	112	224	0
 Non Thien Ha Vo Song	0	101	30207	0
  Ao Thien Ha Vo Song	0	100	30207	0
 Quan Thien Ha Vo Son	0	103	30207	0
   Non Nam Tieu Chuan	0	103	30025	0
    Ao Nam Tieu Chuan	0	100	30025	0
  Quan Nam Tieu Chuan	0	101	30025	0
        Tieu Dao Ngoc	2	1	30603	0
        Tui Hat Giong	2	1	30087	0
        Nu Oa Bao Hap	2	1	30154	0
     Ngoi Sao May Man	2	1	30191	0
     Trung Ngau Nhien	2	1	30218	0
    Bach Kim Hong Bao	2	1	30228	0
         Van Nang Phu	2	1	30470	0
         Dai Dinh Hon	2	1	1113	0
 Dinh Hon Thien Thach	2	1	2067	0
  Huyet Trich Thach 4	2	22	104	0
  Huyet Trich Thach 5	2	22	105	0
  Huyet Trich Thach 6	2	22	106	0
     Ho Phach Thach 4	2	22	304	0
     Ho Phach Thach 5	2	22	305	0
     Ho Phach Thach 6	2	22	306	0
  Nguyet Bach Thach 4	2	22	204	0
  Nguyet Bach Thach 5	2	22	205	0
  Nguyet Bach Thach 6	2	22	206	0
     Hac Dieu Thach 4	2	22	404	0
     Hac Dieu Thach 5	2	22	405	0
     Hac Dieu Thach 6	2	22	406	0
       Thien Dia Gioi	0	102	30038	2
     Nhat Nguyet Gioi	0	102	30037	2
              Vinh Du	0	102	8846	0
            Huy Hoang	0	102	8847	0
    Linh Do Gioi Trai	0	102	30221	2
    Linh Do Gioi Phai	0	102	30222	2
          Linh Do Mao	0	103	30235	3
          Linh Do Y 1	0	100	30235	3
          Linh Do Y 2	0	100	30236	0
          Linh Do Y 3	0	100	30237	0
          Linh Do Y 4	0	100	30238	0
      Linh Do Trang 1	0	101	30235	2
      Linh Do Trang 2	0	101	30236	0
           Da Ma Lang	2	1	30672	0
          Da Dia Long	2	1	30673	0
          Viem Linh Y	2	1	30671	0
           Vo Guom Cu	2	1	30694	0
      Tay Cam Thach 4	2	1	30524	0
     Luyen Lo Thach 4	2	1	30530	0
    Quan Cong Vinh Du	2	1	30642	0
     Thiet Tinh Cap 4	2	1	30612	0
BaiJuTime(2501)	0
BigBaiJuTime(2507)	0
ShennongTime(2502)	0
