ItemName	ItemGene	ItemSub	ItemDetail	
PhÊn Oai T­íng Qu©n LÖnh Phï - KiÒu n÷	0	102	1824	
PhÊn Oai T­íng Qu©n HiÖu Kú - Nam tiªu chuÈn	0	102	1825	
PhÊn Oai T­íng Qu©n HiÖu Kú - Nam kh«i ng«	0	102	1826	
PhÊn Oai T­íng Qu©n HiÖu Kú - N÷ gîi c¶m	0	102	1827	
PhÊn Oai T­íng Qu©n HiÖu Kú - KiÒu n÷	0	102	1828	
D­¬ng An Th­êng - Nam tiªu chuÈn	0	100	1871	
D­¬ng An Th­êng - Nam kh«i ng«	0	100	1872	
D­¬ng An Th­êng - N÷ gîi c¶m	0	100	1873	
D­¬ng An Th­êng - KiÒu n÷	0	100	1874	
D­¬ng An Qu¸n - Nam tiªu chuÈn	0	103	1871	
D­¬ng An Qu¸n - Nam kh«i ng«	0	103	1872	
D­¬ng An Qu¸n - N÷ gîi c¶m	0	103	1873	
D­¬ng An Qu¸n - KiÒu n÷	0	103	1874	
D­¬ng An Cung - Nam tiªu chuÈn	0	4	1871	
D­¬ng An Cung - Nam kh«i ng«	0	4	1872	
D­¬ng An Cung - N÷ gîi c¶m	0	4	1873	
D­¬ng An Cung - KiÒu n÷	0	4	1874	
D­¬ng An Trang - Nam tiªu chuÈn	0	101	1871	
D­¬ng An Trang - Nam kh«i ng«	0	101	1872	
D­¬ng An Trang - N÷ gîi c¶m	0	101	1873	
D­¬ng An Trang - KiÒu n÷	0	101	1874	
D­¬ng An Béi - Nam tiªu chuÈn	0	102	1871	
D­¬ng An Béi - Nam kh«i ng«	0	102	1872	
D­¬ng An Béi - N÷ gîi c¶m	0	102	1873	
D­¬ng An Béi - KiÒu n÷	0	102	1874	
D­¬ng §Þnh Th­êng - Nam tiªu chuÈn	0	100	1851	
D­¬ng §Þnh Th­êng - Nam kh«i ng«	0	100	1852	
D­¬ng §Þnh Th­êng - N÷ gîi c¶m	0	100	1853	
D­¬ng §Þnh Th­êng - KiÒu n÷	0	100	1854	
D­¬ng §Þnh Qu¸n - Nam tiªu chuÈn	0	103	1851	
D­¬ng §Þnh Qu¸n - Nam kh«i ng«	0	103	1852	
D­¬ng §Þnh Qu¸n - N÷ gîi c¶m	0	103	1853	
D­¬ng §Þnh Qu¸n - KiÒu n÷	0	103	1854	
D­¬ng §Þnh Cung - Nam tiªu chuÈn	0	4	1851	
D­¬ng §Þnh Cung - Nam kh«i ng«	0	4	1852	
D­¬ng §Þnh Cung - N÷ gîi c¶m	0	4	1853	
D­¬ng §Þnh Cung - KiÒu n÷	0	4	1854	
D­¬ng §Þnh Tr§Þnhg - Nam tiªu chuÈn	0	101	1851	
D­¬ng §Þnh Tr§Þnhg - Nam kh«i ng«	0	101	1852	
D­¬ng §Þnh Tr§Þnhg - N÷ gîi c¶m	0	101	1853	
D­¬ng §Þnh Tr§Þnhg - KiÒu n÷	0	101	1854	
D­¬ng §Þnh Béi - Nam tiªu chuÈn	0	102	1851	
D­¬ng §Þnh Béi - Nam kh«i ng«	0	102	1852	
D­¬ng §Þnh Béi - N÷ gîi c¶m	0	102	1853	
D­¬ng §Þnh Béi - KiÒu n÷	0	102	1854	
Trang Kh¸ch Phi §ao - Nam tiªu chuÈn	0	1	601	
Trang Kh¸ch Phi §ao - Nam kh«i ng«	0	1	602	
Trang Kh¸ch Phi §ao - N÷ gîi c¶m	0	1	603	
Trang Kh¸ch Phi §ao - KiÒu n÷	0	1	604	
Trang Kh¸ch phôc - Nam tiªu chuÈn	0	101	601	
Trang Kh¸ch phôc - Nam kh«i ng«	0	101	602	
Trang Kh¸ch phôc - N÷ gîi c¶m	0	101	603	
Trang Kh¸ch phôc - KiÒu n÷	0	101	604	
Trang Kh¸ch m·o - Nam tiªu chuÈn	0	103	601	
Trang Kh¸ch m·o - Nam kh«i ng«	0	103	602	
Trang Kh¸ch m·o - N÷ gîi c¶m	0	103	603	
Trang Kh¸ch m·o - KiÒu n÷	0	103	604	
Trang Kh¸ch phôc - Nam tiªu chuÈn	0	100	601	
Trang Kh¸ch phôc - Nam kh«i ng«	0	100	602	
Trang Kh¸ch phôc - N÷ gîi c¶m	0	100	603	
Trang Kh¸ch phôc - KiÒu n÷	0	100	604	
Hé VÖ tiªu - Nam tiªu chuÈn	0	1	611	
Hé VÖ tiªu - Nam kh«i ng«	0	1	612	
Hé VÖ tiªu - N÷ gîi c¶m	0	1	613	
Hé VÖ tiªu - KiÒu n÷	0	1	614	
Hé VÖ phôc - Nam tiªu chuÈn	0	101	611	
Hé VÖ phôc - Nam kh«i ng«	0	101	612	
Hé VÖ phôc - N÷ gîi c¶m	0	101	613	
Hé VÖ phôc - KiÒu n÷	0	101	614	
Hé VÖ m·o - Nam tiªu chuÈn	0	103	611	
Hé VÖ m·o - Nam kh«i ng«	0	103	612	
Hé VÖ m·o - N÷ gîi c¶m	0	103	613	
Hé VÖ m·o - KiÒu n÷	0	103	614	
Hé Ph¸p bµi - Nam tiªu chuÈn	0	102	611	
Hé Ph¸p bµi - Nam kh«i ng«	0	102	612	
Hé Ph¸p bµi - N÷ gîi c¶m	0	102	613	
Hé Ph¸p bµi - KiÒu n÷	0	102	614	
Hé VÖ phôc - Nam tiªu chuÈn	0	100	611	
Hé VÖ phôc - Nam kh«i ng«	0	100	612	
Hé VÖ phôc - N÷ gîi c¶m	0	100	613	
Hé VÖ phôc - KiÒu n÷	0	100	614	
BÝ §éc ThÝch Kh¸ch y - Nam tiªu chuÈn	0	100	621	
BÝ §éc ThÝch Kh¸ch y - Nam kh«i ng«	0	100	622	
BÝ §éc ThÝch Kh¸ch y - N÷ gîi c¶m	0	100	623	
BÝ §éc ThÝch Kh¸ch y - KiÒu n÷	0	100	624	
BÝ §éc ThÝch Kh¸ch c©n - Nam tiªu chuÈn	0	103	621	
BÝ §éc ThÝch Kh¸ch c©n - Nam kh«i ng«	0	103	622	
BÝ §éc ThÝch Kh¸ch c©n - N÷ gîi c¶m	0	103	623	
BÝ §éc ThÝch Kh¸ch c©n - KiÒu n÷	0	103	624	
BÝ §éc ThÝch Kh¸ch ch©m - Nam tiªu chuÈn	0	1	621	
BÝ §éc ThÝch Kh¸ch ch©m - Nam kh«i ng«	0	1	622	
BÝ §éc ThÝch Kh¸ch ch©m - N÷ gîi c¶m	0	1	623	
BÝ §éc ThÝch Kh¸ch ch©m - KiÒu n÷	0	1	624	
BÝ §éc ThÝch Kh¸ch trang - Nam tiªu chuÈn	0	101	621	
BÝ §éc ThÝch Kh¸ch trang - Nam kh«i ng«	0	101	622	
BÝ §éc ThÝch Kh¸ch trang - N÷ gîi c¶m	0	101	623	
BÝ §éc ThÝch Kh¸ch trang - KiÒu n÷	0	101	624	
BÝ §éc ThÝch Kh¸ch chØ hoµn - Nam tiªu chuÈn	0	102	625	
BÝ §éc ThÝch Kh¸ch chØ hoµn - Nam kh«i ng«	0	102	626	
BÝ §éc ThÝch Kh¸ch chØ hoµn - N÷ gîi c¶m	0	102	627	
BÝ §éc ThÝch Kh¸ch chØ hoµn - KiÒu n÷	0	102	628	
BÝ §éc ThÝch Kh¸ch béi - Nam tiªu chuÈn	0	102	621	
BÝ §éc ThÝch Kh¸ch béi - Nam kh«i ng«	0	102	622	
BÝ §éc ThÝch Kh¸ch béi - N÷ gîi c¶m	0	102	623	
BÝ §éc ThÝch Kh¸ch béi - KiÒu n÷	0	102	624	
HiÖp Kh¸ch Dao Th­êng - Nam tiªu chuÈn	0	100	671	
HiÖp Kh¸ch Dao Th­êng - Nam kh«i ng«	0	100	672	
HiÖp Kh¸ch Dao Th­êng - N÷ gîi c¶m	0	100	673	
HiÖp Kh¸ch Dao Th­êng - KiÒu n÷	0	100	674	
HiÖp Kh¸ch Dao Qu¸n - Nam tiªu chuÈn	0	103	671	
HiÖp Kh¸ch Dao Qu¸n - Nam kh«i ng«	0	103	672	
HiÖp Kh¸ch Dao Qu¸n - N÷ gîi c¶m	0	103	673	
HiÖp Kh¸ch Dao Qu¸n - KiÒu n÷	0	103	674	
HiÖp Kh¸ch Dao Ch©m - Nam tiªu chuÈn	0	1	671	
HiÖp Kh¸ch Dao Ch©m - Nam kh«i ng«	0	1	672	
HiÖp Kh¸ch Dao Ch©m - N÷ gîi c¶m	0	1	673	
HiÖp Kh¸ch Dao Ch©m - KiÒu n÷	0	1	674	
