Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Gi¸ng Long D­¬ng Béi	0	102	1152	3	50		50						1150201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	11	0					
Gi¸ng Long Dao Béi	0	102	1172	5	50		70						1170201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	11	0					
Gi¸ng Long D­¬ng Béi	0	102	1153	3	50		50						1150301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	11	0					
Gi¸ng Long Dao Béi	0	102	1173	5	50		70						1170301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	11	0					
Gi¸ng Long D­¬ng Béi	0	102	1154	3	50		50						1150401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	11	0					
Gi¸ng Long Dao Béi	0	102	1174	5	50		70						1170401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	11	0					
Phong Ma D­¬ng Béi	0	102	1251	3	50		50						1250101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	12	0					
Phong Ma Dao Béi	0	102	1271	5	50		70						1270101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	12	0					
Phong Ma D­¬ng Béi	0	102	1252	3	50		50						1250201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	12	0					
Phong Ma Dao Béi	0	102	1272	5	50		70						1270201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	12	0					
Phong Ma D­¬ng Béi	0	102	1253	3	50		50						1250301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	12	0					
Phong Ma Dao Béi	0	102	1273	5	50		70						1270301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	12	0					
Phong Ma D­¬ng Béi	0	102	1254	3	50		50						1250401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	12	0					
Phong Ma Dao Béi	0	102	1274	5	50		70						1270401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	12	0					
Ch©n Vò D­¬ng Béi	0	102	1451	3	50		50						1450101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	14	0					
Ch©n Vò Dao Béi	0	102	1471	5	50		70						1470101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	14	0					
Ch©n Vò D­¬ng Béi	0	102	1452	3	50		50						1450201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	14	0					
Ch©n Vò Dao Béi	0	102	1472	5	50		70						1470201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	14	0					
Ch©n Vò D­¬ng Béi	0	102	1453	3	50		50						1450301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	14	0					
Ch©n Vò Dao Béi	0	102	1473	5	50		70						1470301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	14	0					
Ch©n Vò D­¬ng Béi	0	102	1454	3	50		50						1450401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	14	0					
Ch©n Vò Dao Béi	0	102	1474	5	50		70						1470401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	14	0					
NhÊt D­¬ng Béi	0	102	1551	3	50		50						1550101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	15	0					
NhÊt D­¬ng Dao Béi	0	102	1571	5	50		70						1570101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	15	0					
NhÊt D­¬ng Béi	0	102	1552	3	50		50						1550201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	15	0					
NhÊt D­¬ng Dao Béi	0	102	1572	5	50		70						1570201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	15	0					
NhÊt D­¬ng Béi	0	102	1553	3	50		50						1550301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	15	0					
NhÊt D­¬ng Dao Béi	0	102	1573	5	50		70						1570301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	15	0					
NhÊt D­¬ng Béi	0	102	1554	3	50		50						1550401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	15	0					
NhÊt D­¬ng Dao Béi	0	102	1574	5	50		70						1570401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	15	0					
Xa Kş ChiÕn SÜ Béi	0	102	1751	3	50		50						1750101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	17	0					
Xa Kş T­íng Qu©n Béi	0	102	1771	5	50		70						1770101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	17	0					
Xa Kş ChiÕn SÜ Béi	0	102	1752	3	50		50						1750201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	17	0					
Xa Kş T­íng Qu©n Béi	0	102	1772	5	50		70						1770201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	17	0					
Xa Kş ChiÕn SÜ Béi	0	102	1753	3	50		50						1750301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	17	0					
Xa Kş T­íng Qu©n Béi	0	102	1773	5	50		70						1770301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	17	0					
Xa Kş ChiÕn SÜ Béi	0	102	1754	3	50		50						1750401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	17	0					
Xa Kş T­íng Qu©n Béi	0	102	1774	5	50		70						1770401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	17	0					
D­¬ng §Şnh Béi	0	102	1851	3	50		50						1850101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	18	0					
D­¬ng An Béi	0	102	1871	5	50		70						1870101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	18	0					
D­¬ng §Şnh Béi	0	102	1852	3	50		50						1850201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	18	0					
D­¬ng An Béi	0	102	1872	5	50		70						1870201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	18	0					
D­¬ng §Şnh Béi	0	102	1853	3	50		50						1850301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	18	0					
D­¬ng An Béi	0	102	1873	5	50		70						1870301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	18	0					
D­¬ng §Şnh Béi	0	102	1854	3	50		50						1850401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	18	0					
D­¬ng An Béi	0	102	1874	5	50		70						1870401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	18	0					
U Lung L­u V©n Béi	0	102	2051	3	50		50						2050101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	20	0					
U Minh Thiªn Qu©n Béi	0	102	2071	5	50		70						2070101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	20	0					
U Lung L­u V©n Béi	0	102	2052	3	50		50						2050201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	20	0					
U Minh Thiªn Qu©n Béi	0	102	2072	5	50		70						2070201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	20	0					
U Lung L­u V©n Béi	0	102	2053	3	50		50						2050301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	20	0					
U Minh Thiªn Qu©n Béi	0	102	2073	5	50		70						2070301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	20	0					
U Lung L­u V©n Béi	0	102	2054	3	50		50						2050401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	20	0					
U Minh Thiªn Qu©n Béi	0	102	2074	5	50		70						2070401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	20	0					
Miªu Cæ Béi	0	102	2151	3	50		50						2150101	50	1	1		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	21	0					
Miªu T©m Béi	0	102	2171	5	50		70						2170101	70	1	1		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	21	0					
Miªu Cæ Béi	0	102	2152	3	50		50						2150201	50	1	2		\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lo¹i ngäc béi tinh quı, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		5	2	1	21	0					
Miªu T©m Béi	0	102	2172	5	50		70						2170201	70	1	2		\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	Lo¹i ngäc béi mµu ®en, mang ®Õn mét luång kh«ng khİ Êm ¸p		§· khãa		7	2	1	21	0					
Miªu Cæ Béi	0	102	2153	3	50		50						2150301	50	2	3		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	21	0					
Miªu T©m Béi	0	102	2173	5	50		70						2170301	70	2	3		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	21	0					
Miªu Cæ Béi	0	102	2154	3	50		50						2150401	50	2	4		\image\item\ring\ring_003a1.spr	\image\item\ring\ring_003a0.spr	H­¬ng nang cã chøa trÇm h­¬ng, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		5	2	1	21	0					
Miªu T©m Béi	0	102	2174	5	50		70						2170401	70	2	4		\image\item\ring\ring_005a1.spr	\image\item\ring\ring_005a0.spr	Long diªn h­¬ng nang, cã t¸c dông thanh t©m tŞnh khİ		§· khãa		7	2	1	21	0					
Hçn Nguyªn Bµn ChØ	0	102	211	5	2000	0	50						2011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		6	2	1	2	0					
Hçn Nguyªn Bµn ChØ	0	102	212	5	2000	0	50						2012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		6	2	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Bµn ChØ	0	102	221	10	10000	0	100						2021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Bµn ChØ	0	102	222	10	10000	0	100						2022	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Giíi ChØ	0	102	223	10	10000	0	100						2021	78	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		8	2	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Giíi ChØ	0	102	224	10	10000	0	100						2022	78	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		8	2	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Bµn ChØ	0	102	2219	10	0	0	100						92021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Bµn ChØ	0	102	2229	10	0	0	100						92022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Giíi ChØ	0	102	2239	10	0	0	100						92021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	2	0					
Phôc Ma Kim Cang ChiÕn ı Giíi ChØ	0	102	2249	10	0	0	100						92022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Tôc Gia ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	2	0					
ThiÒn Tu Bµn ChØ	0	102	311	5	2000	0	50						3011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		6	2	1	3	0					
ThiÒn Tu Bµn ChØ	0	102	312	5	2000	0	50						3012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		6	2	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Bµn ChØ	0	102	321	10	10000	0	100						3021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Bµn ChØ	0	102	322	10	10000	0	100						3022	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Ngäc Giíi ChØ	0	102	323	10	10000	0	100						3021	78	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		8	2	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Ngäc Giíi ChØ	0	102	324	10	10000	0	100						3022	78	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		8	2	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Bµn ChØ	0	102	3219	10	0	0	100						93021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Bµn ChØ	0	102	3229	10	0	0	100						93022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Ngäc Giíi ChØ	0	102	3239	10	0	0	100						93021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	3	0					
TruyÒn Kinh ThiÒn TŞnh Ngäc Giíi ChØ	0	102	3249	10	0	0	100						93022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö ThiÒn T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	3	0					
§Êu T¨ng Bµn ChØ	0	102	411	5	2000	0	50						4011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		6	2	1	4	0					
§Êu T¨ng Bµn ChØ	0	102	412	5	2000	0	50						4012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		6	2	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Bµn ChØ	0	102	421	10	10000	0	100						4021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Bµn ChØ	0	102	422	10	10000	0	100						4022	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Giíi ChØ	0	102	423	10	10000	0	100						4021	78	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		8	2	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Giíi ChØ	0	102	424	10	10000	0	100						4022	78	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		8	2	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Bµn ChØ	0	102	4219	10	0	0	100						94021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Bµn ChØ	0	102	4229	10	0	0	100						94022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Giíi ChØ	0	102	4239	10	0	0	100						94021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	4	0					
Hé Ph¸p La H¸n §Êu Khİ Giíi ChØ	0	102	4249	10	0	0	100						94022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ T¨ng ThiÕu L©m th­êng ®eo		§· khãa		9	2	1	4	0					
